geometry,category,handle,status,bedrijfstoestand,functie,subnettype,eigenaar,beheerder,datum_aanleg,netgekoppeld,bovengronds,asset_id,feature_id
POINT (5.6169134 51.3165950),LSoverdrachtspunt,5E7C,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_87FF6F49-CE05-41BE-B04E-28BA20BF0093
POINT (5.6168034 51.3165319),LSoverdrachtspunt,5E89,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_53A5BEA5-9DDF-45D1-B109-8BD6209152DE
POINT (5.6168114 51.3164559),LSoverdrachtspunt,5E96,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_1036C514-F9F8-46A5-B725-86D77CFE4EC6
POINT (5.6168099 51.3164631),LSoverdrachtspunt,5EA3,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_AC724B71-5639-4C32-87CB-77A62686F393
POINT (5.6168785 51.3162547),LSoverdrachtspunt,5EB0,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_75AA4328-2A2C-451F-BBA2-90D59AA16512
POINT (5.6168768 51.3162631),LSoverdrachtspunt,5EBD,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_FC2C47B6-D1B1-4D7E-8084-0160F14BA041
POINT (5.6168483 51.3163736),LSoverdrachtspunt,5ECA,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_19F48D09-6226-46A4-B0BA-B9709979202E
POINT (5.6168527 51.3163524),LSoverdrachtspunt,5ED7,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_44027D00-8C05-4ACE-8A9D-0840DDF14605
POINT (5.6164334 51.3161743),LSoverdrachtspunt,5EE4,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_1363AC23-085E-4EE9-BEC6-D4E27990DE9D
POINT (5.6161649 51.3161932),LSoverdrachtspunt,5EF1,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_D0DC29EA-0902-494E-8309-265E3700F471
